pc1,pc2,cluster,title
-0.3661254,-0.11000493,1,Business Analytics Associates
-0.26476777,0.18862276,1,Data Analysts
-0.25865704,-0.19149686,1,Business Intelligence Analysts
-0.068115965,-0.19070289,1,SAP PI Consultants
-0.19355299,0.09265613,1,Data Analysts
-0.20723198,0.16095148,1,Data Analysts
-0.15452255,-0.17593141,1,Unclassified
-0.07452619,-0.07721164,1,Data Analysts
-0.119440034,-0.17927304,1,.NET Azure Developers
-0.1211025,0.012897771,1,Data Analysts
-0.113660395,0.09067362,1,Data Analysts
-0.2606302,0.15277883,1,Data and Analytics Consultants
-0.15398343,0.012882037,1,Data Analysts
-0.19404723,0.11190943,1,Data Analysts
-0.16374013,0.086368956,1,Data Analysts
-0.17930123,-0.17042182,1,Data Analysts
-0.20325409,0.03918363,1,Data Analysts
-0.40858042,-0.085814685,1,Analytics and Insights Managers
-0.19533955,0.22566713,1,Data Analysts
-0.21205355,-0.033135675,1,Data Analytics Engineers
-0.30790484,-0.18973503,1,Business Intelligence Analysts
-0.1607351,0.01886559,1,Data Visualization Analysts
-0.237051,-0.08580617,1,Data Analyst Specialists
-0.31191432,0.1748817,1,Customer Data Analysts
-0.30042815,-0.0012037624,1,Digital Data Analysts
-0.30843133,-0.34609938,1,Data and Analytics Managers
-0.32847404,-0.11492192,1,Business Intelligence Analysts
-0.45450515,-0.13245317,1,Data Analysts
-0.34725475,-0.21001448,1,IT Data Analytics Analysts
-0.22294392,0.015727203,1,Data Analysts
-0.14980833,0.077862255,1,SAP HR Analysts
-0.15267551,-0.1613304,1,Business Intelligence Analysts
-0.23879223,-0.12323033,1,Business Intelligence Analysts
-0.11414914,-0.030040253,1,Business Intelligence Analysts
-0.17712086,0.02928126,1,IT Data Analysts
-0.15513277,0.11839136,1,Data Analysts
-0.21559341,-0.17101324,1,Data Visualization Analysts
-0.30644226,0.08908675,1,Digital Analytics Managers
-0.17589071,-0.14957987,1,Business Intelligence Systems Analysts
-0.16879453,-0.038264073,1,Business Intelligence Analysts
-0.17035778,-0.033747688,1,Data Reporting Analysts
-0.1473368,-0.089581475,1,Data Analysts
-0.27952254,-0.047155626,1,Data Analysts/Report Writers
-0.3211627,-0.17993937,1,Quality Assurance Analysts/Engineers
-0.22757141,-0.17552722,1,Business Intelligence Analysts
-0.085099116,-0.10776368,1,Data Analysts
-0.07749288,-0.001737101,1,SAP Successfactors Consultants
-0.35423344,-0.07325004,1,Business Intelligence Analysts
-0.1111504,-0.0074963635,1,Enterprise Risk Consultants
-0.24584456,-0.044091415,1,Business Intelligence Analysts
-0.198889,-0.13804574,1,Data Analysts
-0.3288418,-0.18341899,1,Data Analysts
-0.07042928,-0.008987998,1,Business Intelligence Analysts
-0.13473867,0.042657904,1,Principal Data Scientists
-0.2848282,-0.22128741,1,Data Modelers
-0.36871547,-0.096178345,1,Business Intelligence Analysts
-0.12958393,-0.030762944,1,Data Analysts
-0.15513277,0.11839136,1,Data Analysts
-0.26574522,-0.1329213,1,Data Analysts
-0.26029754,-0.1296982,1,Power Business Intelligence Developers
-0.13889201,-0.13071114,1,Data Analysts
-0.4449634,-0.13645944,1,Data and Reporting Analysts
-0.24809848,0.092451476,1,Data Analysts
-0.21585633,-0.071619675,1,Associate Data Managers
-0.35223776,-0.1900246,1,Lead Business Intelligence Analysts
-0.07238297,-0.045111667,1,Analytics and Reporting Analysts
-0.15976788,-0.052805744,1,Data Analysts
-0.23526566,-0.12744877,1,Data Analysts
-0.22880788,-0.05914595,1,Lead Data Analysts
-0.21535052,0.04715097,1,Business Intelligence Analysts
-0.14834924,0.11635765,1,Corporate Strategy Analysts
-0.068870336,0.121071436,1,Customer Data Analysts
-0.23642693,-0.08754466,1,Business Intelligence and Data Analysts
-0.2320935,0.0493289,1,Data Analytics Consultants
-0.3431484,-0.07002459,1,Business Intelligence Analysts
-0.2674243,-0.055733502,1,Data Management Analysts
-0.22336538,-0.09652942,1,Data Analysts
-0.20325409,0.03918363,1,Data Analysts
-0.2371902,0.052898794,1,Business Intelligence Analysts
-0.4227007,-0.023157168,1,Business Intelligence and Data Analysts
-0.4439593,-0.22092244,1,Business Intelligence Data Analysts
-0.26702338,0.096735075,1,Data Analysts
-0.13473867,0.042657904,1,Principal Data Scientists
-0.10586259,0.01716485,1,Sales Data Analysts
-0.26027983,-0.07312597,1,Data Analysts
-0.15513277,0.11839136,1,Data Analysts
-0.23492493,0.053906918,1,Business Intelligence Analysts
-0.054614462,-0.16058192,1,Cloud Analysts
-0.2585367,-0.0911231,1,Lead Business Intelligence Analysts
-0.1489275,0.11823698,1,Data Reporting Analysts
-0.118165195,0.0862504,1,Reporting Analysts
-0.1845726,-0.05117368,1,Business Intelligence Data Analysts
-0.3339888,-0.12688261,1,Data Quality Analysts
-0.12552989,-0.17304526,1,Investors
-0.2152815,-2.3483299e-05,1,Medical Data Analysts
-0.26256257,0.052170143,1,Data Analytics Associates
-0.19077523,-0.022125006,1,Data Analysts
-0.26580596,-0.14638633,1,Data Analytics Leads
-0.31191432,0.1748817,1,Customer Data Analysts
-0.23686485,0.04077156,1,Research Data Analysts
-0.13417555,-0.013364823,1,Data Analysts
-0.14247026,0.008197768,1,Enterprise Business Analysts
-0.20078824,-0.23318703,1,Data Analysts
-0.26076782,0.023766333,1,Data Analysts
-0.2969938,0.15990937,1,Data Analysts
-0.25181037,-0.06571733,1,Power Business Intelligence Developers
-0.2987278,-0.12521526,1,Data Analysts
-0.2856356,-0.18137224,1,Business Intelligence Analysts
-0.19277929,0.06693078,1,Data Analysts
-0.16017404,-0.0032492755,1,Data Analysts
-0.29293245,-0.17168131,1,Data Analysts
-0.20539765,0.054333866,1,Business Intelligence Analysts
-0.23508574,-0.07442794,1,Engineering Data Analysts
-0.29771107,0.019986222,1,Business Intelligence and Data Analysts
-0.23942806,0.036194414,1,Data Analysts
-0.0707725,-0.04155874,1,Business Intelligence Reporting Analysts
-0.1811512,0.1736459,1,Financial Reporting Analysts
-0.30015427,0.115763985,1,Digital Analytics Managers
-0.26966596,-0.03041399,1,Data Analysts
-0.07296163,-0.11086775,1,Business Intelligence Analysts
-0.24307437,-0.13569775,1,Data Analysts/Engineers
-0.22700663,-0.122076824,1,Business Intelligence Analysts
-0.24531053,-0.04948274,1,Data Analysts
-0.27768326,-0.12025718,1,Infusion Specialists
-0.14203547,-0.06096962,1,Data Analysts
-0.16513719,0.023314463,1,Healthcare Analytics Consultants
-0.32114363,0.06784612,1,Data Analysts
-0.20325409,0.03918363,1,Data Analysts
-0.27268112,-0.022757992,1,Human Resources Analysts
-0.11785525,-0.121936105,1,Data Analysts
-0.14540212,-0.15312353,1,Business Intelligence Analysts
-0.06799424,0.005938735,1,Developers
-0.31191432,0.1748817,1,Customer Data Analysts
-0.10593453,0.037150346,1,Data and Reporting Analysts
-0.31448764,-0.13066153,1,Data Analytics Analysts
-0.3188548,-0.040883705,1,Business Intelligence Analysts
-0.19676708,-0.0387038,1,Data Analysts
-0.17586164,0.101064,1,IT Data Analysts
-0.21308576,-0.24049906,1,Power Business Intelligence Developers
-0.3071878,-0.011199567,1,Business Intelligence Analysts
-0.14272687,0.16357653,1,Business Intelligence Specialists
-0.26227993,-0.08767089,1,Data Analysts/Data Scientists
-0.31476814,-0.1688272,1,Business Intelligence and Analytics Interns
-0.12847352,0.004620988,1,Data Operations Associates
-0.23081149,0.15085804,1,Delivery Analysts
-0.2908002,-0.0014067655,1,Data Quality Analysts
-0.20616208,0.09666587,1,Business Intelligence Analysts
-0.26922858,-0.23502012,1,Technical Data Analysts
-0.13889201,-0.13071114,1,Data Analysts
-0.13903466,-0.053714395,1,Data Analysts
-0.24846311,-0.1616018,1,Data Analysts
-0.30281758,-0.010598601,1,Data Analysts
-0.24607475,-0.0035404665,1,Data Analytics Analysts
-0.39001018,-0.13924962,1,Safety Data Analysts
-0.33697248,-0.09737877,1,Business Intelligence Analysts
-0.20788948,-0.03288705,1,Data Analysts
-0.26984173,-0.16643457,1,Data Analysts
-0.2840702,-0.2261188,1,Data Visualization Analysts
-0.30115736,-0.11258711,1,Data Analysts
-0.19702123,0.08429065,1,Enterprise Data Analysts
-0.07452619,-0.07721164,1,Data Analysts
-0.27901518,-0.1193658,1,Business Intelligence Analysts
-0.13807905,0.04163035,1,SAP Data Analysts
-0.2861849,0.097372115,1,Data Analysts
-0.34985024,-0.19482148,1,Technician Analysts
-0.16769579,-0.1397489,1,SAP BW Consultants
-0.113333896,0.009837763,1,Data Analysts
-0.10593453,0.037150346,1,Data and Reporting Analysts
-0.19931026,0.049319513,1,Data Analysts
-0.17829147,-0.10828469,1,Informatica Administrators
-0.30169672,-0.024755936,1,Data Quality Analysts
-0.26155943,-0.12547493,1,Data Analysts
-0.170393,-0.06710711,1,Data Analysts
-0.2318774,-0.14828272,1,Business Intelligence Specialists
-0.29038805,-0.13635506,1,Data Analysts
-0.15114109,-0.06518683,1,Data Reporting Analysts
-0.2674243,-0.055733502,1,Data Management Analysts
-0.3236211,-0.1491678,1,Business Intelligence Engineers
-0.16738349,0.10384972,1,Data Analysts
-0.2483583,-0.13697319,1,Data Analysts
-0.2825876,0.2560499,1,Data and Reporting Analysts
-0.11822061,-0.024933485,1,Data Associates
-0.26577836,0.012827018,1,Data Analysts
-0.14626926,0.0059195906,1,Lead Data Analysts
-0.3709756,-0.1220319,1,Data Analysts
-0.075763345,-0.051259533,1,Data Analysts
-0.1673497,-0.0019146372,1,Business Intelligence Analysts
-0.13479897,0.065537885,1,Claims Data Analysts
-0.2058977,-0.018818548,1,Data Analysts
-0.20325409,0.03918363,1,Data Analysts
-0.066396356,-0.24714825,1,Data Visualization Analysts
-0.06244181,-0.08840297,1,Data Analysts
-0.04957418,-0.004022698,1,Power Analysts
-0.29771107,0.019986222,1,Business Intelligence and Data Analysts
-0.15976788,-0.052805744,1,Data Analysts
-0.20889993,-0.15857613,1,Azure Developers
-0.13364056,-0.09850809,1,Power Business Intelligence Consultants
-0.17268471,-0.11523354,1,Data Analytics Managers
-0.17818917,-0.18146099,1,Enterprise Data Analysts
-0.2563511,0.001520345,1,Lead Data Modelers
-0.14068031,0.0471356,1,Data Analytics Analysts
-0.11889665,-0.056203157,1,Reporting Analysts
-0.18988506,0.12548152,1,Outcomes Analysts
-0.095896184,-0.17433986,1,Data Analytics Developers
-0.11140619,-0.08463207,1,ERP Support Specialists
-0.15611848,0.0756747,1,Data Reporting Analysts
-0.2585367,-0.0911231,1,Lead Business Intelligence Analysts
-0.24894963,-0.051474668,1,Data Analysts
-0.1350202,0.081205584,1,Data Visualization Analysts
-0.22204249,-0.089329794,1,Business Intelligence Consultants
-0.2261004,-0.07637574,1,Business Intelligence Analysts
-0.22210364,-0.052952014,1,Data Analysts
-0.20844741,0.08129435,1,Data Analysts
-0.06433089,0.05403368,1,Revenue Integrity Analysts
-0.2862612,-0.03786508,1,Data Analysts
-0.22900449,-0.15335721,1,Data Analytics Leads
-0.047563486,0.002167968,1,Enterprise Data Analysts
-0.14527799,0.15581208,1,Enrollment Data Analysts
-0.2551462,0.04711417,1,Business Intelligence Analysts
-0.24608581,0.042348444,1,Business Intelligence Data Analysts
-0.2189471,0.022176249,1,IT Data Analysts
-0.14024276,0.014658615,1,Healthcare Data Analysts
-0.06983639,0.068563834,1,Business Intelligence Analysts
-0.2885127,-0.3124199,1,Data Analytics Architects
-0.26007712,-0.004732403,1,Business Data Analysts
-0.22313471,0.016124887,1,Pricing Data Analysts
-0.25590223,0.060600705,1,Underwriting Analysts
-0.25463915,-0.09976206,1,Data Analysts
-0.16000979,0.09809774,1,Business Intelligence Managers
-0.32283098,-0.08720455,1,Data Analysts
-0.2461604,-0.12074845,1,Data Analysts
-0.25025713,-0.09067606,1,Property and Casualty Agents
-0.41070896,-0.08227181,1,Data Analysts
-0.3059107,-0.18374448,1,Business Intelligence Analysts
-0.19512232,-0.25982195,1,Data Analysts
-0.17180023,-0.13331099,1,ERP Business Systems Analysts
-0.20368423,-0.10653322,1,Business Intelligence Analysts
-0.26687855,-0.0902811,1,IT Data Analysts
-0.24927,-0.12464826,1,Business Intelligence Analysts
-0.300933,-0.22216213,1,Interns/Co-Ops
-0.13889201,-0.13071114,1,Data Analysts
-0.156528,-0.021885257,1,Data Analysts
-0.22885247,0.14041948,1,Data Analysts
-0.26076704,-0.087284066,1,Schedule Analysts
-0.20949717,0.10483415,1,Data Analysts
-0.16751403,-0.010390998,1,Business Intelligence Analysts
-0.18686952,0.08930439,1,Data Analysts
-0.29594964,-0.07743954,1,Data Analytics Consultants
-0.24375434,-0.25460458,1,Data Analyst Managers
-0.26027983,-0.07312597,1,Data Analysts
-0.079843834,-0.030196322,1,Business Intelligence Analysts
-0.2530223,-0.19568855,1,Business Intelligence Analysts
-0.23519246,-0.15574893,1,Data Analysts
-0.28096604,-0.0014946852,1,Data Analysts
-0.21180622,0.07219947,1,Business Intelligence Specialists
-0.18496476,-0.123334765,1,Data Analytics Engineers
-0.35830617,-0.15516627,1,Data Visualization Analysts
-0.3017469,0.10284886,1,Data Analysts
-0.22336538,-0.09652942,1,Data Analysts
-0.31191432,0.1748817,1,Customer Data Analysts
-0.36705148,-0.041361474,1,Healthcare Data Analysts
-0.023167893,-0.1505686,1,Process Improvement Analysts
-0.20647837,-0.094656214,1,Assessment Analysts
-0.2596426,-0.11622463,1,SQL Data Analysts
-0.1494962,0.012611553,1,Assessment Analysts
-0.18502437,-0.09695753,1,SSRS Developers
-0.2150039,-0.23533888,1,Data Analysts
-0.21559341,-0.17101324,1,Data Visualization Analysts
-0.20740287,0.19733979,1,Data Analysts
-0.23508574,-0.07442794,1,Engineering Data Analysts
-0.103495225,0.022987084,1,Data Analysts
-0.22501792,-0.03476219,1,Tableau Developers
-0.17668056,-0.0821699,1,Lead Data Analysts
-0.08967556,0.0019538775,1,Epicor ERP Analysts
-0.22382708,0.023801012,1,Data Analysts
-0.23993601,-0.13339236,1,Data Analysts
-0.11743106,-0.056256734,1,Data Visualization Analysts
-0.21402942,-0.1619107,1,Business Intelligence Data Analysts
-0.2872125,-0.095071055,1,Business Intelligence Analysts
-0.4227007,-0.023157168,1,Business Intelligence and Data Analysts
-0.10155778,0.07020037,1,Performance Analysts
-0.15634456,-0.120141305,1,Supply Chain Analysts
-0.26650643,-0.16661662,1,Data Analysts
-0.4227007,-0.023157168,1,Business Intelligence and Data Analysts
-0.085099116,-0.10776368,1,Data Analysts
-0.3618393,0.13593432,1,Data Reporting Analysts
-0.31132752,-0.10585218,1,Data Analytics Analysts
-0.41191936,-0.058882043,1,Data Analysts
-0.19240792,-0.050174363,1,Data Analytics Associates
-0.14528894,-0.008619169,1,Data Associates
-0.09260407,0.08630392,1,Global Data Analysts
-0.13757567,-0.17423366,1,People Analytics Analysts
-0.13479897,0.065537885,1,Claims Data Analysts
-0.18585898,-0.11122817,1,Data Analysts
-0.29699236,0.041405812,1,Power Analysts
-0.10740954,0.071978934,1,Data Analysts
-0.25221258,-0.17742561,1,Business Data Analysts
-0.22491516,-0.20026901,1,Information Architects
-0.1782858,0.023506546,1,Data Analysts
-0.18829904,-0.028119765,1,Data Analysts
-0.27556288,-0.047534324,1,Business Intelligence Analysts
-0.18740983,0.00034489948,1,Business Intelligence and Analytics Managers
-0.08940472,-0.09957788,1,Cyber Threat Analysts
-0.1953892,-0.09158425,1,Data Analysts
-0.27600473,0.02137298,1,Data Analysts
-0.06411943,-0.04285701,1,Data Analytics Specialists
-0.14027734,-0.05916869,1,Data Analysts
-0.19476993,-0.030164402,1,Business Intelligence Data Analysts
-0.23707451,0.009797923,1,Lead Business Intelligence Analysts
-0.25152332,0.05247485,1,Cybersecurity Analysts
-0.22472744,0.013946025,1,Financial Planning and Analysis Analysts
-0.34725475,-0.21001448,1,IT Data Analytics Analysts
-0.028082095,-0.062242202,1,Principal Product Managers
-0.21844812,0.010090262,1,Financial Planning and Analysis Managers
-0.12104909,-0.09734292,1,Data Analysts
-0.18824758,-0.11373957,1,Business Intelligence Analysts
-0.13368075,0.050867848,1,Engagement Managers
-0.20726328,-0.0072451965,1,Data Analysts
-0.25035787,-0.10119276,1,Business Intelligence Data Analysts
-0.10593453,0.037150346,1,Data and Reporting Analysts
-0.076361924,0.05835884,1,Provider Data Analysts
-0.17268471,-0.11523354,1,Data Analysts
-0.22336538,-0.09652942,1,Data Analysts
-0.19250019,-0.068277985,1,Business Intelligence Analysts
-0.18982397,-0.08040727,1,Data Analysts
-0.22336538,-0.09652942,1,Data Analysts
-0.1950626,-0.047386512,1,Data Analysts
-0.1569868,-0.09937217,1,Data Analysts
-0.26739657,-0.07643645,1,Business Intelligence Analysts
-0.20196752,-0.020164853,1,IT Data Analysts
-0.13235377,-0.16917253,1,Power Business Intelligence Developers
-0.20467515,0.032369286,1,Data Analysts
-0.23323198,-0.034665782,1,Business Intelligence Analysts
-0.3522601,-0.11250723,1,Business Intelligence Analysts
-0.13473867,0.042657904,1,Principal Data Scientists
-0.1480013,0.14710344,1,Data Analyst Managers
-0.31110632,-0.19479576,1,People Analytics Analysts
-0.11414914,-0.030040253,1,Business Intelligence Analysts
-0.16930375,-0.04035126,1,Data Analysts
-0.22153555,0.05166222,1,Data Analysts
-0.098058075,-0.048161402,1,Data Analysts
-0.08558065,-0.00033855252,1,Business Intelligence Analysts
-0.21401863,-0.04905448,1,Business Intelligence Analysts
-0.10593453,0.037150346,1,Data and Reporting Analysts
-0.23564167,-0.06761175,1,Business Intelligence Analysts
-0.37967902,-0.18141425,1,Data Analysts
-0.19343598,-0.09678232,1,IT Data Analytics Analysts
-0.2601331,-0.14408146,1,Business Intelligence Analysts
-0.29336125,-0.07282204,1,Data Analysts
-0.2707669,-0.032367904,1,Data Analysts
-0.0952137,-0.1149259,1,Unclassified
-0.20753227,-0.032353617,1,Data and Reporting Analysts
-0.10788578,-0.06834855,1,ERP Systems Analysts
-0.24207868,-0.09477968,1,Data Analysts
-0.22340448,0.019281672,1,Data Analysts
-0.21172892,-0.14154904,1,Data Analysts
-0.17223637,0.10551097,1,Data Analysts
-0.15275937,0.033541106,1,Business Intelligence Analysts
-0.3805756,-0.09816523,1,Advanced Analytics Analysts
-0.29854476,0.004957799,1,Data Analysts
-0.06833477,-0.07967464,1,Data Intelligence Analysts
-0.1883945,-0.25336093,1,Enterprise Architects
-0.35180193,-0.024332166,1,Data Analysts
-0.20193292,-0.018068518,1,Program Data Analysts
-0.15406096,0.01239128,1,IT Data Analysts
-0.25120974,-0.00091468636,1,Quality Assurance Analyst Consultants
-0.10593453,0.037150346,1,Data and Reporting Analysts
-0.11287944,0.11239753,1,Soc Analysts
-0.32009518,-0.13170178,1,Business Intelligence Data Analysts
-0.10788578,-0.06834855,1,ERP Analysts
-0.30327523,-0.041815303,1,Enterprise Business Analysts
-0.084652275,-0.10653015,1,Business Intelligence Programmers
-0.19994839,0.051724955,1,Analytics Managers
-0.18332297,-0.09643377,1,Data Analytics Managers
-0.35273784,-0.13701487,1,Quality Assurance Analysts/Engineers
-0.13479897,0.065537885,1,Claims Data Analysts
-0.13419528,-0.021553446,1,Digital Data Analysts
-0.16953279,0.100251764,1,Data Analysts
-0.07254654,-0.09589459,1,OBIEE Consultants
-0.28352314,0.23033918,1,Health Data Analysts
-0.2372696,-0.1911012,1,Data Analytics Managers
-0.16215296,-0.11609732,1,Power Business Intelligence Developers
-0.2510714,-0.22633202,1,Business Intelligence Analysts
-0.20222615,0.08168914,1,Revenue Operations Analysts
-0.20984183,0.021116154,1,Data Analysts
-0.21961726,-0.10680337,1,Data Analyst Managers
-0.27333266,-0.03200878,1,Data Analysts
-0.29771107,0.019986222,1,Business Intelligence and Data Analysts
-0.29907364,-0.05615115,1,Power Analysts
-0.13889201,-0.13071114,1,Data Analysts
-0.095672935,-0.087840535,1,Power Business Intelligence Developers
-0.3607803,-0.14266829,1,Insights Analysts
-0.09048189,-0.12303916,1,Global Program Leaders
-0.25891232,-0.09105361,1,Data Analysts
-0.24507718,-0.0068859803,1,Data Analysts
-0.19355299,0.09265613,1,Data Analysts
-0.2585367,-0.0911231,1,Lead Business Intelligence Analysts
-0.29771107,0.019986222,1,Business Intelligence and Data Analysts
-0.33415407,0.03127642,1,Business Intelligence Analysts
-0.2741694,0.008683216,1,Data Analysts
-0.21776809,0.015751291,1,Data Analyst Specialists
-0.30281758,-0.010598601,1,Data Analysts
-0.10396975,0.09381529,1,Business Intelligence Administrators
-0.24332978,-0.04405082,1,Data Analysts
-0.22948895,-0.051815696,1,Data Analysts
-0.2707669,-0.032367904,1,Data Analysts
-0.11414914,-0.030040253,1,Business Intelligence Analysts
-0.25571376,-0.13978107,1,Data Analysts
-0.21780072,-0.13708504,1,Data Analysts
-0.30173618,0.027127622,1,Business Intelligence Analysts
-0.26027983,-0.07312597,1,Data Analysts
-0.20854266,-0.18956688,1,Business Intelligence Analysts
0.04067614,-0.1505879,1,Unclassified
-0.18964861,0.116049655,1,Data Analyst Specialists
-0.20325409,0.03918363,1,Data Analysts
-0.20325409,0.03918363,1,Data Analysts
-0.26199907,-0.05671318,1,Data Analysts
-0.1575007,-0.10035536,1,Enterprise Business Analysts
-0.19150762,-0.0035383375,1,Unclassified
-0.29204875,0.028811714,1,Research Data Analysts
-0.11791296,0.045461103,1,Data Analytics Managers
-0.26396865,-0.18908691,1,Data Analysts
-0.11414914,-0.030040253,1,Business Intelligence Analysts
-0.11822061,-0.024933485,1,Data Associates
-0.13720575,-0.0652462,1,Data Analysts
-0.036433704,-0.037901357,1,Data Analysts
-0.1328247,0.06990576,1,Reporting Analysts
-0.34985024,-0.19482148,1,Technician Analysts
-0.26899832,-0.10815384,1,Population Health Analysts
-0.21910064,-0.0006427709,1,Artificial Intelligence Analysts
-0.0952137,-0.1149259,1,Unclassified
-0.2753446,0.14101395,1,Data Analytics Specialists
-0.24031548,-0.20426866,1,Data Analytics Leads
-0.19462602,0.0689025,1,Lead Analytics Consultants
-0.38427687,-0.08960813,1,Lead Data Analysts
-0.11577125,-0.11367699,1,Data Analysts
-0.21469326,0.124896355,1,Data Analysts
-0.13639253,0.0046301894,1,Data Analysts
-0.30682093,-0.06157256,1,Test Data Analysts
-0.14837106,0.16079526,1,Technical Data Analysts
-0.16340387,-0.013946241,1,Data Integration Analysts
-0.15263388,0.12997076,1,Data Analysts
-0.15986544,0.056896336,1,Power Business Intelligence Developers
-0.16513719,0.023314463,1,Healthcare Analytics Consultants
-0.21299852,-0.18340772,1,Data Analytics Associates
-0.25830007,-0.021814112,1,Data Analysts
-0.32106155,-0.1696856,1,Business Intelligence Analysts
-0.14981993,0.10657198,1,Data Analysts
-0.41137624,-0.13959439,1,Data Analysts
-0.21082242,0.0069687534,1,Modelers
-0.17068307,-0.09102818,1,Business Intelligence Analysts
-0.21713744,0.12399394,1,Data Analyst Consultants
-0.15844178,-0.1091955,1,Data Quality Assurance Analysts
-0.17668056,-0.0821699,1,Lead Data Analysts
-0.28715372,0.08677883,1,Data Analysts
-0.34442914,-0.18771678,1,Data Analytics Engineers
-0.3288923,-0.07477127,1,Business Intelligence Analysts
-0.33106804,-0.039665073,1,Executive Support Analysts
-0.13569422,0.028530227,1,Data Reporting Analysts
-0.2585367,-0.0911231,1,Lead Business Intelligence Analysts
-0.18043412,-0.15750216,1,Enterprise Data Analysts
-0.2617069,0.12488397,1,Quality Improvement Analysts
-0.25039738,-0.052393757,1,Business Intelligence Analysts
-0.053867586,-0.06318555,1,Data Analytics Consultants
-0.22053935,-0.061603293,1,Business Intelligence and Analytics Managers
-0.28125966,-0.09579917,1,Data Analysts
-0.22333704,0.14041251,1,Business Data Analysts
-0.21266876,0.03925105,1,Fraud Data Analysts
-0.20848359,-0.083585374,1,Business Intelligence Analysts
-0.16120388,0.124212466,1,Master Data Analysts
-0.25789428,-0.12529106,1,Data Reporting Analysts
-0.03619308,-0.01822137,1,Business Intelligence Analysts
-0.26103145,-0.13434878,1,Data Analysts
-0.23322077,0.03549798,1,Data Analysts
-0.25758642,-0.06074109,1,Data Management Analysts
-0.2585367,-0.0911231,1,Lead Business Intelligence Analysts
-0.20325409,0.03918363,1,Data Analysts
0.00491618,-0.09332421,1,Business Intelligence Business Analysts
-0.16728605,-0.10026141,1,Enterprise Business Analysts
-0.13479897,0.065537885,1,Claims Data Analysts
-0.32712597,-0.070856154,1,Data Analysts
-0.32712597,-0.070856154,1,Data Analysts
-0.19010569,0.019372093,1,Data Analysts
-0.18612973,-0.09275362,1,Business Intelligence Analysts
-0.20504592,-0.03181304,1,Data Analysts
-0.26580596,-0.14638633,1,Data Analytics Leads
-0.26634264,-0.16338633,1,Business Intelligence Specialists
-0.07452619,-0.07721164,1,Data Analysts
-0.24264239,-0.10319822,1,Engineering Data Analysts
-0.24538274,0.066070214,1,Management and Program Analysts
-0.17969309,0.001846198,1,Data Analysts
-0.15906006,-0.045547776,1,Quality Systems Specialists
-0.26922858,-0.23502012,1,Technical Data Analysts
-0.22486521,-0.075022295,1,Business Intelligence Analysts
-0.09959048,-0.0016842466,1,Global Markets Intelligence Analysts
-0.30852085,0.07503524,1,Business Intelligence Analysts
-0.111995876,-0.030415775,1,Unclassified
-0.19374005,0.025540521,1,Data Analysts
-0.22444327,-0.015790671,1,Insights Analysts
-0.29771107,0.019986222,1,Business Intelligence and Data Analysts
-0.1602306,-0.17006306,1,Directors of Business Intelligence
-0.18408757,-0.20800532,1,Data Analysts
-0.11010504,-0.081185386,1,Data Analysts
-0.11991599,-0.10060583,1,Data Migration Analysts
-0.06983639,0.068563834,1,Business Intelligence Analysts
-0.3080461,0.096298486,1,Data Analytics Specialists
-0.29167575,0.17526983,1,Data Analytics Interns
-0.24561922,0.105048925,1,Data Analysts
-0.2635888,0.048976332,1,Data Analysts
-0.21476789,-0.08340361,1,Directors of Business Intelligence
-0.2450714,-0.101398416,1,Business Intelligence Analysts
-0.2899096,-0.3155091,1,Data and Analytics Managers
-0.28103232,-0.06992457,1,Business Intelligence Analysts
-0.077391684,-0.17320813,1,Quality Assurance Developers
-0.33117205,-0.1392503,1,Epidemiology Analysts
-0.23043711,-0.059904635,1,Power Business Intelligence Consultants
-0.17423272,0.0055598915,1,Data Analysts
-0.11549099,0.1751834,1,NAV Developers
-0.16682003,0.03621123,1,Business Operations Program Managers
-0.19130416,-0.1340491,1,Business Intelligence Analysts
-0.29771107,0.019986222,1,Business Intelligence and Data Analysts
-0.24442403,-0.16110027,1,Data Analysts
-0.3456639,-0.09055864,1,Lead Data Analysts
-0.24938147,-0.07132559,1,Business Intelligence Analysts
-0.07452619,-0.07721164,1,Data Analysts
-0.16937059,0.23832187,1,Data Analysts
-0.2759146,-0.16961321,1,Business Intelligence Analysts
-0.3533165,-0.021404872,1,Data Analysts
-0.2799297,-0.07425597,1,Data Analysts
-0.22549282,-0.06140344,1,Research and Data Analysts
-0.21419539,-0.13201477,1,Data Reporting Analysts
-0.26094472,0.17882973,1,Health Data Analysts
-0.20397063,0.13510847,1,Business Intelligence Analysts
-0.14444855,0.013226977,1,SQL/ETL Developers
-0.284876,-0.09099423,1,Continuous Improvement Analysts
-0.222784,-0.10821392,1,Flex Officers
-0.26467323,-0.14679468,1,Data Analysts
-0.034315795,-0.14089064,1,Digitization Assistants
-0.1614841,0.01315112,1,Master Data Analysts
-0.21205355,-0.033135675,1,Data Analytics Engineers
-0.15087062,-0.19392394,1,Data Analytics Developers
-0.21874897,-0.1535126,1,Data Analysts
-0.41644502,-0.18452412,1,Business Intelligence Analysts
-0.27705723,-0.119513705,1,Population Health Analysts
-0.21858062,0.1584431,1,Data Analysts
-0.057944387,0.043756433,1,Data Analysts
-0.29467523,-0.05447583,1,Data Analysts
-0.4227007,-0.023157168,1,Business Intelligence and Data Analysts
-0.23405536,0.02563251,1,Data Analysts
